Id,Titulo,Modelo,Marca,Estrelas,Avaliacoes,Url 
#1596841, 16.6-cu ft Top-Freezer Refrigerator (Stainless Steel),#GTS17GSNRSS,GE ,4.5,644,https://www.lowes.com/pd/GE-16-6-cu-ft-Top-Freezer-Refrigerator-Stainless-Steel/1001160640
#1596842, 15.6-cu ft Top-Freezer Refrigerator (White),#GTS16DTNRWW,GE ,4.5,1694,https://www.lowes.com/pd/GE-15-6-cu-ft-Top-Freezer-Refrigerator-White/1001160676
#1596843, 17.5-cu ft Top-Freezer Refrigerator (White),#GTS18DTNRWW,GE ,4.5,50,https://www.lowes.com/pd/GE-17-5-cu-ft-Top-Freezer-Refrigerator-White/1001160714
#1596846, 17.5-cu ft Top-Freezer Refrigerator (Black),#HPS18BTNRBB,Hotpoint ,4.5,171,https://www.lowes.com/pd/Hotpoint-17-5-cu-ft-Top-Freezer-Refrigerator-Black/1001160828
#1596849, 15.6-cu ft Top-Freezer Refrigerator (White) ENERGY STAR,#GTE16DTNLWW,GE ,4.5,218,https://www.lowes.com/pd/GE-15-6-cu-ft-Top-Freezer-Refrigerator-White-ENERGY-STAR/1001160904
#1596864, 16.6-cu ft Top-Freezer Refrigerator (White),#GTS17DTNRWW,GE ,4.5,1695,https://www.lowes.com/pd/GE-16-6-cu-ft-Top-Freezer-Refrigerator-White/1001161284
#1596855, 16.6-cu ft Top-Freezer Refrigerator (White) ENERGY STAR,#GPE17CTNRWW,GE ,4.5,98,https://www.lowes.com/pd/GE-16-6-cu-ft-Top-Freezer-Refrigerator-White-ENERGY-STAR/1001161094
#1596861, 17.5-cu ft Top-Freezer Refrigerator (White) ENERGY STAR,#GTE18DTNRWW,GE ,4.5,162,https://www.lowes.com/pd/GE-17-5-cu-ft-Top-Freezer-Refrigerator-White-ENERGY-STAR/1001161208
#1596854, 17.5-cu ft Top-Freezer Refrigerator (Black),#GTS18DTNRBB,GE ,4.5,50,https://www.lowes.com/pd/GE-17-5-cu-ft-Top-Freezer-Refrigerator-Black/1001161056
#1596867, Profile Smart 27.9-cu ft 4-Door French Door Refrigerator with Ice Maker and Door within Door (Fingerprint-Resistant Stainless Steel) ENERGY STAR,#PVD28BYNFS,GE ,4.5,1011,https://www.lowes.com/pd/GE-Profile-Smart-27-9-cu-ft-4-Door-French-Door-Refrigerator-with-Ice-Maker-and-Door-within-Door-Fingerprint-Resistant-Stainless-Steel-ENERGY-STAR/1001161398
#1596844, 16.6-cu ft Top-Freezer Refrigerator (White),#GTS17GTNRWW,GE ,4.5,644,https://www.lowes.com/pd/GE-16-6-cu-ft-Top-Freezer-Refrigerator-White/1001160752
#1596869, 15.6-cu ft Top-Freezer Refrigerator (White) ENERGY STAR,#HPE16BTNLWW,Hotpoint ,4.5,17,https://www.lowes.com/pd/Hotpoint-15-6-cu-ft-Top-Freezer-Refrigerator-White-ENERGY-STAR/1001161436
#1697398, 27-cu ft French Door Refrigerator with Ice Maker (White) ENERGY STAR,#RF27T5201WW,Samsung ,4.5,78,https://www.lowes.com/pd/Samsung-27-cu-ft-French-Door-Refrigerator-with-Ice-Maker-White-ENERGY-STAR/1002683408
#1697396, 27-cu ft French Door Refrigerator with Ice Maker (Fingerprint-Resistant Black Stainless Steel) ENERGY STAR,#RF27T5201SG,Samsung ,4.5,78,https://www.lowes.com/pd/Samsung-27-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black-Stainless-Steel-ENERGY-STAR/1002683324
#2412584, Profile 27.8-cu ft French Door Refrigerator with Ice Maker (Fingerprint-Resistant Stainless Steel) ENERGY STAR,#PFE28KYNFS,GE ,4.5,1559,https://www.lowes.com/pd/GE-Profile-27-8-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel-ENERGY-STAR/1002619114
#2443312, 23.1-cu ft Counter-Depth French Door Refrigerator with Ice Maker (Fingerprint-Resistant Stainless Steel) ENERGY STAR,#GWE23GYNFS,GE ,4.5,70,https://www.lowes.com/pd/GE-23-1-cu-ft-Counter-Depth-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel-ENERGY-STAR/1002619212
#2443308, 27-cu ft French Door Refrigerator with Ice Maker (Fingerprint-Resistant Stainless Steel) ENERGY STAR,#GNE27JYMFS,GE ,4.5,2162,https://www.lowes.com/pd/GE-27-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel-ENERGY-STAR/1002619156
#2412586, Profile Keurig K-CUP Brewing System 27.8-cu ft French Door Refrigerator with Ice Maker (Fingerprint-Resistant Stainless Steel) ENERGY STAR,#PFE28PYNFS,GE ,4.5,328,https://www.lowes.com/pd/GE-Profile-Keurig-K-CUP-Brewing-System-27-8-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel-ENERGY-STAR/1002619128
#2443309, 22.2-cu ft Counter-Depth French Door Refrigerator with Ice Maker (Fingerprint-Resistant Stainless Steel) ENERGY STAR,#GYE22GYNFS,GE ,4.0,442,https://www.lowes.com/pd/GE-22-2-cu-ft-Counter-Depth-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel-ENERGY-STAR/1002619170
#1931164, Family Hub Family Hub 26.5-cu ft French Door Refrigerator with Ice Maker (Fingerprint-Resistant Black Stainless Steel) ENERGY STAR,#RF27T5501SG,Samsung ,4.5,386,https://www.lowes.com/pd/Samsung-Family-Hub-Family-Hub-26-5-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black-Stainless-Steel-ENERGY-STAR/1002699998
#577379, 21.9-cu ft Counter-depth Side-by-Side Refrigerator with Ice Maker (Black),#GZS22DGJBB,GE ,4.0,666,https://www.lowes.com/pd/GE-21-9-cu-ft-Counter-depth-Side-by-Side-Refrigerator-with-Ice-Maker-Black/50426798
#668668, 25.6-cu ft Side-by-Side Refrigerator with Ice Maker (Monochromatic Stainless Steel) ENERGY STAR,#WRS586FIEM,Whirlpool ,4.0,214,https://www.lowes.com/pd/Whirlpool-25-6-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Monochromatic-Stainless-Steel-ENERGY-STAR/50358264
#695302, 30-cu ft Built-In Side-by-Side Refrigerator with Ice Maker (Fingerprint-Resistant Stainless Steel Finish),#KBSN608ESS,KitchenAid ,4.0,120,https://www.lowes.com/pd/KitchenAid-30-cu-ft-Built-In-Side-by-Side-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel/999908701
#1597277, Craft Ice Smart Wi-Fi Enabled 29.7-cu ft French Door Refrigerator with Dual Ice Maker and Door within Door (Fingerprint-Resistant Stainless Steel) ENERGY STAR,#LRFVS3006S,LG ,3.5,35,https://www.lowes.com/pd/LG-Craft-Ice-Smart-Wi-Fi-Enabled-29-7-cu-ft-French-Door-Refrigerator-with-Dual-Ice-Maker-and-Door-within-Door-Fingerprint-Resistant-Stainless-Steel-ENERGY-STAR/1001157642
#1596865, 16.6-cu ft Top-Freezer Refrigerator with Ice Maker (Stainless Steel) ENERGY STAR,#GIE17GSNRSS,GE ,4.0,61,https://www.lowes.com/pd/GE-16-6-cu-ft-Top-Freezer-Refrigerator-with-Ice-Maker-Stainless-Steel-ENERGY-STAR/1001161322
#1596835, Smart 27.8-cu ft 4-Door French Door Refrigerator with Ice Maker (Fingerprint-Resistant Matte Black) ENERGY STAR,#CVE28DP3ND1,Cafe ,4.5,192,https://www.lowes.com/pd/Cafe-Smart-27-8-cu-ft-4-Door-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Matte-Black-ENERGY-STAR/1001167420
#1596862, Modern Glass 27.8-cu ft 4-Door French Door Refrigerator with Ice Maker (Platinum Glass) ENERGY STAR,#CVE28DM5NS5,Cafe ,4.5,132,https://www.lowes.com/pd/Cafe-Smart-27-8-cu-ft-4-Door-French-Door-Refrigerator-with-Ice-Maker-Platinum-Glass-ENERGY-STAR/1001167508
#1596851, 17.5-cu ft Top-Freezer Refrigerator with Ice Maker (White) ENERGY STAR,#GIE18DTNRWW,GE ,4.5,72,https://www.lowes.com/pd/GE-17-5-cu-ft-Top-Freezer-Refrigerator-with-Ice-Maker-White-ENERGY-STAR/1001167464
#1596869, 15.6-cu ft Top-Freezer Refrigerator (White) ENERGY STAR,#HPE16BTNLWW,Hotpoint ,4.5,17,https://www.lowes.com/pd/Hotpoint-15-6-cu-ft-Top-Freezer-Refrigerator-White-ENERGY-STAR/1001161436
#1597273, 14.7-cu ft Counter-Depth Bottom-Freezer Refrigerator (Platinum Silver) ENERGY STAR,#LBNC15231V,LG ,3.0,5,https://www.lowes.com/pd/LG-14-7-cu-ft-Bottom-Freezer-Refrigerator-Platinum-Silver-ENERGY-STAR/1001163520
#1596834, 16.6-cu ft Top-Freezer Refrigerator (White) ENERGY STAR,#GTE17GTNRWW,GE ,4.5,451,https://www.lowes.com/pd/GE-16-6-cu-ft-Top-Freezer-Refrigerator-White-ENERGY-STAR/1001160452
#1596866, 15.6-cu ft Top-Freezer Refrigerator (White) ENERGY STAR,#HPE16BTNRWW,Hotpoint ,4.5,17,https://www.lowes.com/pd/Hotpoint-15-6-cu-ft-Top-Freezer-Refrigerator-White-ENERGY-STAR/1001161360
#1596778, 19.8-cu ft Counter-Depth Side-by-Side Refrigerator with Ice Maker (Stainless Steel),#KRSC700HPS,KitchenAid ,4.0,31,https://www.lowes.com/pd/KitchenAid-19-8-cu-ft-Counter-Depth-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel/1001254348
#1596773, 18.2-cu ft Top-Freezer Refrigerator (White),#ART318FFDW,Amana ,4.5,144,https://www.lowes.com/pd/Amana-18-2-cu-ft-Top-Freezer-Refrigerator-White/1001276238
#2412569, 19.1-cu ft Top-Freezer Refrigerator (White) ENERGY STAR,#GTE19JTNRWW,GE ,4.5,34,https://www.lowes.com/pd/GE-19-1-cu-ft-Top-Freezer-Refrigerator-White-ENERGY-STAR/1002541688
#2412567, Garage Ready 19.1-cu ft Top-Freezer Refrigerator (Black),#GTS19KGNRBB,GE ,4.5,384,https://www.lowes.com/pd/GE-Garage-Ready-19-1-cu-ft-Top-Freezer-Refrigerator-Black/1002541672
#2412553, Samrt 28.7-cu ft Built-In Side-by-Side Refrigerator with Ice Maker (Stainless Steel),#CSB48YP2NS1,Cafe ,4.0,5,https://www.lowes.com/pd/Cafe-Samrt-28-7-cu-ft-Built-In-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel/1002541560
#2412552, Samrt 24.5-cu ft Built-In Side-by-Side Refrigerator with Ice Maker (Stainless Steel),#CSB42YP2NS1,Cafe ,4.0,5,https://www.lowes.com/pd/Cafe-Samrt-24-5-cu-ft-Built-In-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel/1002541552
#2412588, 28.7-cu ft French Door Refrigerator with Ice Maker (Fingerprint-Resistant Stainless Steel) ENERGY STAR,#GNE29GYNFS,GE ,4.5,626,https://www.lowes.com/pd/GE-28-7-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel-ENERGY-STAR/1002541784
#2412558, 19.1-cu ft Top-Freezer Refrigerator (Black) ENERGY STAR,#GTE19JTNRBB,GE ,4.5,34,https://www.lowes.com/pd/GE-19-1-cu-ft-Top-Freezer-Refrigerator-Black-ENERGY-STAR/1002541600
#2412571, Garage-ready 21.9-cu ft Top-Freezer Refrigerator (Stainless Steel),#GTS22KSNRSS,GE ,4.5,2767,https://www.lowes.com/pd/GE-Garage-ready-21-9-cu-ft-Top-Freezer-Refrigerator-Stainless-Steel/1002541704
#2412570, Garage-Ready 21.9-cu ft Top-Freezer Refrigerator (Fingerprint-Resistant Black Slate),#GTS22KMNRDS,GE ,4.5,2767,https://www.lowes.com/pd/GE-Garage-Ready-21-9-cu-ft-Top-Freezer-Refrigerator-Fingerprint-Resistant-Black-Slate/1002541696
#2412560, 19.1-cu ft Top-Freezer Refrigerator (White) ENERGY STAR,#GTE19DTNRWW,GE ,4.5,23,https://www.lowes.com/pd/GE-19-1-cu-ft-Top-Freezer-Refrigerator-White-ENERGY-STAR/1002541616
#2412564, Garage Ready 19.1-cu ft Top-Freezer Refrigerator (Stainless Steel),#GTS19KSNRSS,GE ,4.5,384,https://www.lowes.com/pd/GE-Garage-Ready-19-1-cu-ft-Top-Freezer-Refrigerator-Stainless-Steel/1002541648
#2501308, SIGNATURE InstaView 30.8-cu ft 4-Door French Door Refrigerator with Ice Maker and Door within Door (Fingerprint-Resistant Textured Steel) ENERGY STAR,#URNTS3106N,LG ,0.0,No Reviews,https://www.lowes.com/pd/LG-SIGNATURE-InstaView-30-8-cu-ft-4-Door-French-Door-Refrigerator-with-Ice-Maker-and-Door-within-Door-Fingerprint-Resistant-Textured-Steel-ENERGY-STAR/1002727680
#2541665, 20.2-cu ft Top-Freezer Refrigerator with Ice Maker (Stainless Steel) ENERGY STAR,#LTCS20030S,LG ,2.5,3,https://www.lowes.com/pd/LG-20-2-cu-ft-Top-Freezer-Refrigerator-with-Ice-Maker-Stainless-Steel-ENERGY-STAR/1002886014
#894934, 12.7-cu ft Counter-Depth Bottom-Freezer Refrigerator (Black) ENERGY STAR,#WRB533CZJB,Whirlpool ,3.0,1,https://www.lowes.com/pd/Whirlpool-12-7-cu-ft-Bottom-Freezer-Refrigerator-Black-ENERGY-STAR/1002887780
#894936, 12.7-cu ft Counter-Depth Bottom-Freezer Refrigerator (White) ENERGY STAR,#WRB533CZJW,Whirlpool ,3.0,1,https://www.lowes.com/pd/Whirlpool-12-7-cu-ft-Bottom-Freezer-Refrigerator-White-ENERGY-STAR/1002887796
#1965459, 16-cu ft Top-Freezer Refrigerator with Flexi-Slide Bin and Optional Ice Maker Kit - White,#WRT316SFDW,Whirlpool ,4.5,38,https://www.lowes.com/pd/Whirlpool-16-cu-ft-Top-Freezer-Refrigerator-White/1001723850
#1689416, 22-cu ft Counter-Depth Side-by-Side Refrigerator with Ice Maker (Fingerprint-Resistant Black Stainless Steel) ENERGY STAR,#RS22T5201SG,Samsung ,4.0,75,https://www.lowes.com/pd/Samsung-22-cu-ft-Counter-Depth-Side-by-Side-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black-Stainless-Steel-ENERGY-STAR/1002238662
#1689415, 27.4-cu ft Side-by-Side Refrigerator with Ice Maker (White),#RS27T5200WW,Samsung ,4.5,138,https://www.lowes.com/pd/Samsung-27-4-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-White/1002238570
#1323706, 21.8-cu ft Counter-depth Side-by-Side Refrigerator with Ice Maker (Fingerprint-Resistant Slate),#GZS22IMNES,GE ,4.5,1022,https://www.lowes.com/pd/GE-21-8-cu-ft-Counter-depth-Side-by-Side-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Slate/1000859884
#1157373, Smart Wi-Fi Enabled 21.9-cu ft Counter-depth Side-by-Side Refrigerator with Ice Maker (Stainless Steel) ENERGY STAR,#LSXC22426S,LG ,3.0,369,https://www.lowes.com/pd/LG-Smart-Wi-Fi-Enabled-21-9-cu-ft-Counter-depth-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel-ENERGY-STAR/1000753056
#1221837, InstaView Smart Wi-Fi Enabled 21.9-cu ft Counter-depth French Door Refrigerator with Dual Ice Maker and Door within Door (Fingerprint-Resistant Stainless Steel) ENERGY STAR,#LFXC22596S,LG ,4.5,205,https://www.lowes.com/pd/LG-InstaView-Smart-Wi-Fi-Enabled-21-9-cu-ft-Counter-depth-French-Door-Refrigerator-with-Dual-Ice-Maker-and-Door-within-Door-Fingerprint-Resistant-Stainless-Steel-ENERGY-STAR/1000753066
#779402, Smart Wi-Fi Enabled 27.8-cu ft 4-Door French Door Refrigerator with Ice Maker (Fingerprint-Resistant Stainless Steel) ENERGY STAR,#LMXS28626S,LG ,4.5,678,https://www.lowes.com/pd/LG-Smart-Wi-Fi-Enabled-27-8-cu-ft-4-Door-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel-ENERGY-STAR/1000297793
#794219, 21.3-cu ft Energy Star Top-Freezer Refrigerator with Optional EZ Connect Ice Maker Kit - White,#WRT541SZDW,Whirlpool ,4.5,216,https://www.lowes.com/pd/Whirlpool-21-3-cu-ft-Top-Freezer-Refrigerator-White-ENERGY-STAR/1000869958
#1596773, 18.2-cu ft Top-Freezer Refrigerator (White),#ART318FFDW,Amana ,4.5,144,https://www.lowes.com/pd/Amana-18-2-cu-ft-Top-Freezer-Refrigerator-White/1001276238
#1185273, Gallery 22.4-cu ft French Door Refrigerator with Ice Maker (Smudge-Proof Stainless Steel) ENERGY STAR,#FGHG2368TF,Frigidaire ,4.0,321,https://www.lowes.com/pd/Frigidaire-Gallery-22-4-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Smudge-Proof-Stainless-Steel-ENERGY-STAR/1000609539
#1157270, 19.7-cu ft 3-Door 30-in French Door Refrigerator with Exterior Water - Fingerprint Resistant Stainless Steel,#WRF560SEHZ,Whirlpool ,4.5,1133,https://www.lowes.com/pd/Whirlpool-19-7-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel/1000595993
#1221781, 24.9-cu ft Bottom-Freezer Refrigerator with Ice Maker (Stainless Steel) ENERGY STAR,#GDE25ESKSS,GE ,4.5,435,https://www.lowes.com/pd/GE-24-9-cu-ft-Bottom-Freezer-Refrigerator-with-Ice-Maker-Stainless-Steel-ENERGY-STAR/1000740692
#1484998, 17.6-cu ft Top-Freezer Refrigerator with Ice Maker (Fingerprint-Resistant Black Stainless Steel) ENERGY STAR,#RT18M6215SG,Samsung ,4.5,90,https://www.lowes.com/pd/Samsung-17-6-cu-ft-Top-Freezer-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black-Stainless-Steel-ENERGY-STAR/1001037690
#1484996, 21.1-cu ft Top-Freezer Refrigerator with Ice Maker (Stainless Steel) ENERGY STAR,#RT21M6215SR,Samsung ,4.0,43,https://www.lowes.com/pd/Samsung-21-1-cu-ft-Top-Freezer-Refrigerator-with-Ice-Maker-Stainless-Steel-ENERGY-STAR/1001037678
#1484993, 21.1-cu ft Top-Freezer Refrigerator with Ice Maker (White) ENERGY STAR,#RT21M6215WW,Samsung ,4.0,43,https://www.lowes.com/pd/Samsung-21-1-cu-ft-Top-Freezer-Refrigerator-with-Ice-Maker-White-ENERGY-STAR/1001037660
#1335904, 24.5-cu ft Side-by-Side Refrigerator with Ice Maker (Cast Iron Black),#MSS25C4MGK,Maytag ,4.0,203,https://www.lowes.com/pd/Maytag-24-5-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Cast-Iron-Black/1001041282
#429599, 22.1-cu ft Bottom-Freezer Refrigerator (White),#ABB2224BRW,Amana ,4.5,112,https://www.lowes.com/pd/Amana-22-1-cu-ft-Bottom-Freezer-Refrigerator-White/1001041312
#1597278, Craft Ice Smart Wi-Fi Enabled 23.5-cu ft Counter-Depth French Door Refrigerator with Dual Ice Maker and Door within Door (Fingerprint-Resistant Black Stainless Steel) ENERGY STAR,#LRFVC2406D,LG ,3.5,32,https://www.lowes.com/pd/LG-Craft-Ice-Smart-Wi-Fi-Enabled-23-5-cu-ft-Counter-Depth-French-Door-Refrigerator-with-Dual-Ice-Maker-and-Door-within-Door-Fingerprint-Resistant-Black-Stainless-Steel-ENERGY-STAR/1001157680
#1597277, Craft Ice Smart Wi-Fi Enabled 29.7-cu ft French Door Refrigerator with Dual Ice Maker and Door within Door (Fingerprint-Resistant Stainless Steel) ENERGY STAR,#LRFVS3006S,LG ,3.5,35,https://www.lowes.com/pd/LG-Craft-Ice-Smart-Wi-Fi-Enabled-29-7-cu-ft-French-Door-Refrigerator-with-Dual-Ice-Maker-and-Door-within-Door-Fingerprint-Resistant-Stainless-Steel-ENERGY-STAR/1001157642
#1596865, 16.6-cu ft Top-Freezer Refrigerator with Ice Maker (Stainless Steel) ENERGY STAR,#GIE17GSNRSS,GE ,4.0,61,https://www.lowes.com/pd/GE-16-6-cu-ft-Top-Freezer-Refrigerator-with-Ice-Maker-Stainless-Steel-ENERGY-STAR/1001161322
#1596866, 15.6-cu ft Top-Freezer Refrigerator (White) ENERGY STAR,#HPE16BTNRWW,Hotpoint ,4.5,17,https://www.lowes.com/pd/Hotpoint-15-6-cu-ft-Top-Freezer-Refrigerator-White-ENERGY-STAR/1001161360
#1357331, 28-cu ft French Door Refrigerator with Ice Maker (Fingerprint-Resistant Black Stainless Steel) ENERGY STAR,#RF28R6201SG,Samsung ,4.0,243,https://www.lowes.com/pd/Samsung-RF28R6201S-28-6-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black-Stainless-Steel-ENERGY-STAR/1000969456
#1462543, 18.6-cu ft Bottom-Freezer Refrigerator (Black),#ABB1924BRB,Amana ,4.5,101,https://www.lowes.com/pd/Amana-18-6-cu-ft-Bottom-Freezer-Refrigerator-Black/1001006000
#1462548, 18.6-cu ft Bottom-Freezer Refrigerator (Stainless Steel),#ABB1921BRM,Amana ,4.5,98,https://www.lowes.com/pd/Amana-18-6-cu-ft-Bottom-Freezer-Refrigerator-Stainless-Steel/1001006012
#1460468, 18.2-cu ft Top-Freezer Refrigerator (Stainless Steel),#ART308FFDM,Amana ,3.0,2,https://www.lowes.com/pd/Amana-18-2-cu-ft-Top-Freezer-Refrigerator-Stainless-Steel/1001005988
#429597, 18.6-cu ft Bottom-Freezer Refrigerator (White),#ABB1921BRW,Amana ,4.5,100,https://www.lowes.com/pd/Amana-18-6-cu-ft-Bottom-Freezer-Refrigerator-White/1001006018
#1965459, 16-cu ft Top-Freezer Refrigerator with Flexi-Slide Bin and Optional Ice Maker Kit - White,#WRT316SFDW,Whirlpool ,4.5,38,https://www.lowes.com/pd/Whirlpool-16-cu-ft-Top-Freezer-Refrigerator-White/1001723850
#656448, Profile 23.1-cu ft Counter-depth French Door Refrigerator with Ice Maker (Fingerprint-Resistant Slate) ENERGY STAR,#PWE23KMKES,GE ,4.5,1299,https://www.lowes.com/pd/GE-Profile-23-1-cu-ft-Counter-depth-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Slate-ENERGY-STAR/1000074173
#720400, 24.8-cu ft French Door Refrigerator with Ice Maker (Black) ENERGY STAR,#GNE25JGKBB,GE ,4.5,3305,https://www.lowes.com/pd/GE-24-8-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Black-ENERGY-STAR/1000074197
#2545881, 28.2-cu ft French Door Refrigerator with Ice Maker (Fingerprint-Resistant Stainless Steel) ENERGY STAR,#RF28T5101SR,Samsung ,4.0,1,https://www.lowes.com/pd/Samsung-19-6-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel-ENERGY-STAR/1003081546
#1323706, 21.8-cu ft Counter-depth Side-by-Side Refrigerator with Ice Maker (Fingerprint-Resistant Slate),#GZS22IMNES,GE ,4.5,1022,https://www.lowes.com/pd/GE-21-8-cu-ft-Counter-depth-Side-by-Side-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Slate/1000859884
#1596839, 15.6-cu ft Top-Freezer Refrigerator (White) ENERGY STAR,#GTE16DTNRWW,GE ,4.5,218,https://www.lowes.com/pd/GE-15-6-cu-ft-Top-Freezer-Refrigerator-White-ENERGY-STAR/1001160604
#1689416, 22-cu ft Counter-Depth Side-by-Side Refrigerator with Ice Maker (Fingerprint-Resistant Black Stainless Steel) ENERGY STAR,#RS22T5201SG,Samsung ,4.0,75,https://www.lowes.com/pd/Samsung-22-cu-ft-Counter-Depth-Side-by-Side-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black-Stainless-Steel-ENERGY-STAR/1002238662
#1689415, 27.4-cu ft Side-by-Side Refrigerator with Ice Maker (White),#RS27T5200WW,Samsung ,4.5,138,https://www.lowes.com/pd/Samsung-27-4-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-White/1002238570
#1694027, 11.6-cu ft Top-Freezer Refrigerator with Optional Ice Maker Kit - Black,#WRT312CZJB,Whirlpool ,2.0,4,https://www.lowes.com/pd/Whirlpool-11-6-cu-ft-Top-Freezer-Refrigerator-Black-ENERGY-STAR/1002323200
#2610276, Craft Ice Smart Wi-Fi Enabled 22.5-cu ft 4-Door Counter-Depth French Door Refrigerator with Dual Ice Maker and Door within Door (Fingerprint-Resistant Black Stainless Steel) ENERGY STAR,#LRMVC2306D,LG ,2.5,3,https://www.lowes.com/pd/LG-Craft-Ice-Smart-Wi-Fi-Enabled-13-2-cu-ft-4-Door-French-Door-Refrigerator-with-Ice-Maker-with-and-Door-within-Door-PrintProof-Black-Stainless-Steel-ENERGY-STAR/1002951082
#2610281, Smart Wi-Fi Enabled 23.5-cu ft Counter-Depth French Door Refrigerator with Dual Ice Maker and Door within Door (Fingerprint-Resistant Black Stainless Steel) ENERGY STAR,#LRFDC2406D,LG ,0.0,No Reviews,https://www.lowes.com/pd/LG-Smart-Wi-Fi-Enabled-15-4-cu-ft-French-Door-Refrigerator-with-Ice-Maker-with-and-Door-within-Door-PrintProof-Black-Stainless-Steel-ENERGY-STAR/1002951152
#2610275, Craft Ice Smart Wi-Fi Enabled 22.5-cu ft 4-Door Counter-Depth French Door Refrigerator with Dual Ice Maker and Door within Door (Fingerprint-Resistant Black Satinless Steel) ENERGY STAR,#LRMDC2306D,LG ,0.0,No Reviews,https://www.lowes.com/pd/LG-Craft-Ice-Smart-Wi-Fi-Enabled-13-2-cu-ft-4-Door-French-Door-Refrigerator-with-Ice-Maker-with-and-Door-within-Door-PrintProof-Black-Satinless-Steel-ENERGY-STAR/1002951068
#1596779, 22.6-cu ft Counter-Depth Side-by-Side Refrigerator with Ice Maker (Fingerprint-Resistant Black Stainless Steel),#KRSC703HBS,KitchenAid ,4.0,178,https://www.lowes.com/pd/KitchenAid-22-6-cu-ft-Counter-Depth-Side-by-Side-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black-Stainless-Steel/1001254416
#916725, 23.8-cu ft 3-Door Counter-Depth 36-in French Door Refrigerator with Exterior Ice and Water Dispenser - Fingerprint Resistant Stainless Steel,#WRF954CIHZ,Whirlpool ,3.5,82,https://www.lowes.com/pd/Whirlpool-23-8-cu-ft-Counter-depth-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel-ENERGY-STAR/1000290043
#930301, 24.5-cu ft Side-by-Side Refrigerator with Ice Maker (Black),#WRS555SIHB,Whirlpool ,4.0,884,https://www.lowes.com/pd/Whirlpool-24-5-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Black/1000379183
#916717, 28.4-cu ft Side-by-Side Refrigerator with Ice Maker (Fingerprint-Resistant Black),#WRS588FIHB,Whirlpool ,4.5,2671,https://www.lowes.com/pd/Whirlpool-28-4-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black/1000287231
#808717, 26.8-cu ft French Door Refrigerator with Ice Maker (Fingerprint-Resistant Stainless Steel) ENERGY STAR,#MFT2772HEZ,Maytag ,4.5,63,https://www.lowes.com/pd/Maytag-26-8-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel-ENERGY-STAR/1000538095
#2412575, 21.9-cu ft Top-Freezer Refrigerator with Ice Maker (White) ENERGY STAR,#GIE22JTNRWW,GE ,4.0,71,https://www.lowes.com/pd/GE-21-9-cu-ft-Top-Freezer-Refrigerator-with-Single-Ice-Maker-White-ENERGY-STAR/1002541736
